Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,34,1.86,14,5,5,3,4,3,3,0.16,3,0,0,0,0,0
Martin Ødegaard,no NOR,MF,Arsenal,22,1998,30.9,134,4.33,105,13,6,7,2,1,12,0.39,12,0,0,0,0,0
Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,2,0.2,2,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,12.7,38,3,32,3,1,1,1,0,7,0.55,6,0,0,1,0,0
Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Onyango,eng ENG,MFFW,Everton,18,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,17,1.46,11,0,1,1,4,0,1,0.09,0,0,0,0,1,0
Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,2,1.35,1,0,0,1,0,0,2,1.35,1,0,0,1,0,0
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,8.7,21,2.41,17,0,2,0,1,1,1,0.11,1,0,0,0,0,0
Cole Palmer,eng ENG,FWMF,Manchester City,19,2002,1.4,7,5.12,4,0,0,2,1,0,1,0.73,0,0,0,1,0,0
Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,51,2.26,39,0,5,4,3,0,3,0.13,2,0,0,1,0,0
Nicolas Pépé,ci CIV,FWMF,Arsenal,26,1995,7.7,28,3.62,15,9,2,2,0,0,4,0.52,2,0,0,2,0,0
Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11,23,2.09,19,0,3,0,0,1,6,0.54,4,0,1,0,0,1
Ayoze Pérez,es ESP,MFFW,Leicester City,28,1993,4.9,18,3.64,14,0,2,1,0,1,2,0.4,2,0,0,0,0,0
Sonny Perkins,eng ENG,FW,West Ham,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romain Perraud,fr FRA,DF,Southampton,23,1997,18,27,1.5,20,1,2,2,1,1,3,0.17,3,0,0,0,0,0
Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,23,1.3,17,3,0,1,0,2,4,0.23,3,1,0,0,0,0
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jordan Pickford,eng ENG,GK,Everton,27,1994,35,7,0.2,4,3,0,0,0,0,1,0.03,1,0,0,0,0,0
Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,7,0.86,5,2,0,0,0,0,1,0.12,1,0,0,0,0,0
Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,20,0.67,14,3,0,3,0,0,3,0.1,1,1,0,1,0,0
Przemysław Płacheta,pl POL,FWMF,Norwich City,23,1998,5.6,14,2.5,5,2,2,0,5,0,0,0,0,0,0,0,0,0
Daniel Podence,pt POR,FWMF,Wolves,25,1995,16.5,62,3.76,48,0,4,5,4,1,4,0.24,3,0,0,1,0,0
Paul Pogba,fr FRA,MFFW,Manchester Utd,28,1993,15,51,3.4,40,1,4,1,5,0,11,0.73,10,1,0,0,0,0
Nick Pope,eng ENG,GK,Burnley,29,1992,36,8,0.22,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Price,nir NIR,MF,Everton,17,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,60,1.66,36,0,9,2,11,2,4,0.11,3,0,0,0,1,0
Christian Pulisic,us USA,MFFW,Chelsea,22,1998,14.3,33,2.3,23,0,0,2,5,3,2,0.14,2,0,0,0,0,0
Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,18,2002,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34,1,0.03,0,1,0,0,0,0,1,0.03,0,1,0,0,0,0
Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,63,2.3,49,0,3,2,8,1,3,0.11,2,0,0,1,0,0
Raphinha,br BRA,FWMF,Leeds United,24,1996,32.4,119,3.67,66,22,13,9,6,3,9,0.28,4,0,2,0,2,1
Marcus Rashford,eng ENG,FWMF,Manchester Utd,23,1997,13.7,29,2.11,18,0,4,2,5,0,3,0.22,3,0,0,0,0,0
Milot Rashica,xk KVX,FWMF,Norwich City,25,1996,24.8,56,2.26,33,14,2,3,2,2,4,0.16,3,1,0,0,0,0
David Raya,es ESP,GK,Brentford,25,1995,24,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,20.4,66,3.24,53,4,2,4,2,1,8,0.39,6,1,0,0,1,0
Sergio Reguilón,es ESP,DF,Tottenham,24,1996,21.3,52,2.44,41,3,3,2,3,0,5,0.23,5,0,0,0,0,0
Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,59,1.67,50,1,2,2,1,3,8,0.23,8,0,0,0,0,0
Taylor Richards,eng ENG,MFFW,Brighton,20,2000,0.3,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Richarlison,br BRA,FWMF,Everton,24,1997,28,62,2.21,43,0,1,7,10,1,8,0.29,4,0,0,3,1,0
Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,3,2.29,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,40,2.69,18,21,0,1,0,0,3,0.2,2,1,0,0,0,0
Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,22,1.17,17,1,1,1,2,0,1,0.05,1,0,0,0,0,0
Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,11,28,2.55,22,0,2,2,2,0,1,0.09,1,0,0,0,0,0
Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,95,3.37,64,22,3,1,3,2,16,0.57,13,2,1,0,0,0
Joe Rodon,wls WAL,DF,Tottenham,23,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodri,es ESP,MF,Manchester City,25,1996,32,75,2.34,63,1,2,5,1,3,3,0.09,3,0,0,0,0,0
Rodrigo,es ESP,MFFW,Leeds United,30,1991,25.2,73,2.9,61,3,2,1,2,4,4,0.16,2,0,1,0,0,1
Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,24,1.56,15,0,1,6,2,0,3,0.2,2,0,0,1,0,0
Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,16,1.16,12,0,1,1,2,0,3,0.22,2,0,0,1,0,0
Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,17,0.83,14,1,0,0,1,1,2,0.1,1,0,0,0,0,1
Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,67,2.09,63,0,1,1,0,2,4,0.12,4,0,0,0,0,0
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,76,2.79,56,0,9,5,5,1,9,0.33,4,0,2,1,2,0
Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,17,1.94,13,0,1,2,0,1,1,0.11,1,0,0,0,0,0
Danny Rose,eng ENG,DF,Watford,31,1990,7.7,11,1.44,10,1,0,0,0,0,1,0.13,0,1,0,0,0,0
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,2.5,6,2.42,5,1,0,0,0,0,1,0.4,1,0,0,0,0,0
John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,39,1.16,34,0,1,2,2,0,8,0.24,5,0,0,1,2,0
Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,27,3.16,22,0,3,1,1,0,0,0,0,0,0,0,0,0
José Sá,pt POR,GK,Wolves,28,1993,36.5,4,0.11,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,31.2,114,3.66,74,2,23,5,7,3,9,0.29,7,0,0,1,1,0
Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,15,0.5,14,0,0,1,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,33.1,142,4.29,94,18,12,7,10,1,16,0.48,8,4,0,1,3,0
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,133,4.33,93,0,21,15,3,1,25,0.81,17,0,5,2,1,0
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33,27,0.82,21,1,0,3,0,2,3,0.09,3,0,0,0,0,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,34,2.7,32,0,0,0,1,1,0,0,0,0,0,0,0,0
Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,16,0.88,15,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,4,0.11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,21.1,82,3.88,67,3,9,2,1,0,8,0.38,6,0,2,0,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4,3,0.76,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Samir Santos,br BRA,DF,Watford,26,1994,18.6,4,0.22,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Josh Sargent,us USA,FWMF,Norwich City,21,2000,17.5,26,1.49,18,0,1,3,4,0,2,0.11,1,0,1,0,0,0
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,20.7,44,2.13,34,0,4,0,4,2,3,0.15,3,0,0,0,0,0
Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,7,1.15,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24,24,1,16,3,2,2,1,0,4,0.17,3,0,1,0,0,0
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,20.6,41,1.99,31,0,4,3,3,0,5,0.24,2,0,1,0,2,0
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,5,0.14,5,0,0,0,0,0,2,0.05,2,0,0,0,0,0
Ken Sema,se SWE,MFFW,Watford,27,1993,9.5,20,2.11,8,7,1,0,3,1,0,0,0,0,0,0,0,0
Nélson Semedo,pt POR,DF,Wolves,27,1993,23.7,37,1.56,29,0,4,2,2,0,1,0.04,1,0,0,0,0,0
Ryan Sessegnon,eng ENG,DF,Tottenham,21,2000,11.6,21,1.81,19,1,1,0,0,0,4,0.34,4,0,0,0,0,0
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,7.9,8,1.02,6,1,0,1,0,0,1,0.13,0,0,0,1,0,0
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,64,3.6,41,21,0,0,0,2,6,0.34,5,1,0,0,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22,42,1.91,30,8,1,0,0,3,2,0.09,1,0,0,0,0,1
Shola Shoretire,eng ENG,FW,Manchester Utd,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,31.7,126,3.97,99,3,11,7,6,0,13,0.41,10,1,0,1,1,0
Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,16,2.52,9,0,3,3,0,1,1,0.16,0,0,0,1,0,0
Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,26,0.88,21,0,0,3,1,1,1,0.03,0,0,0,0,1,0
Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,62,1.73,52,0,4,2,1,3,4,0.11,2,0,1,0,0,1
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15,22,1.47,21,0,0,0,1,0,3,0.2,3,0,0,0,0,0
William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,1,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,21.3,65,3.05,49,4,5,4,3,0,6,0.28,5,1,0,0,0,0
Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,36,2.18,25,9,0,0,1,1,2,0.12,1,1,0,0,0,0
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,2,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tomáš Souček,cz CZE,MF,West Ham,26,1995,34,34,1,29,0,0,3,1,1,4,0.12,4,0,0,0,0,0
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,15,1.23,12,0,2,0,0,1,2,0.16,2,0,0,0,0,0
Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,11,0.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Springett,eng ENG,FWMF,Norwich City,18,2002,1.6,3,1.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Jason Steele,eng ENG,GK,Brighton,30,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Steffen,us USA,GK,Manchester City,26,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,2,1.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Jack Stephens,eng ENG,DF,Southampton,27,1994,9,6,0.67,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,90,3.81,69,1,11,3,5,1,11,0.47,5,0,0,2,4,0
Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Stones,eng ENG,DF,Manchester City,27,1994,12.4,14,1.13,12,1,0,1,0,0,1,0.08,0,0,0,1,0,0
Pascal Struijk,nl NED,DF,Leeds United,21,1999,22.8,19,0.83,13,0,0,2,1,3,2,0.09,0,0,0,1,0,1
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,2,1.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,34,2.12,15,14,0,1,4,0,1,0.06,0,1,0,0,0,0
James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,23,0.67,20,0,0,2,0,1,2,0.06,2,0,0,0,0,0
Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,26,1.99,18,0,3,1,2,2,3,0.23,2,0,0,1,0,0
Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,41,1.35,32,2,1,0,6,0,6,0.2,4,1,0,0,1,0
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,18,2.01,12,0,2,0,4,0,3,0.34,2,0,0,0,1,0
Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,45,2.44,24,18,0,1,1,1,5,0.27,0,4,0,0,1,0
Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,20,0.94,14,4,0,1,0,1,1,0.05,1,0,0,0,0,0
Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,84,2.87,65,4,4,4,2,5,12,0.41,10,0,0,1,0,1
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,30,1.61,25,1,0,0,0,4,4,0.21,3,0,0,0,0,1
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,80,2.48,53,1,4,9,11,2,10,0.31,6,0,1,0,3,0
Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0
Cenk Tosun,tr TUR,FW,Everton,30,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros Townsend,eng ENG,MF,Everton,30,1991,16.2,54,3.34,38,8,1,2,4,1,4,0.25,4,0,0,0,0,0
Adama Traoré,es ESP,FW,Wolves,25,1996,11.9,50,4.22,30,0,12,0,6,2,2,0.17,1,0,0,0,1,0
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0
Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,39,2.63,24,3,9,0,2,1,2,0.13,2,0,0,0,0,0
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,9,1.89,1,8,0,0,0,0,1,0.21,1,0,0,0,0,0
William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,4,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,92,2.95,66,4,15,4,3,0,10,0.32,6,1,2,0,1,0
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,37,3.8,24,13,0,0,0,0,3,0.31,2,1,0,0,0,0
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,7,1.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,11,2.95,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Yan Valery,fr FRA,DF,Southampton,22,1999,4.1,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,24,0.71,18,0,0,6,0,0,6,0.18,4,0,0,2,0,0
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,10,0.49,9,0,0,0,0,1,2,0.1,2,0,0,0,0,0
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,38,1.89,30,0,2,3,1,2,5,0.25,2,0,2,1,0,0
Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,36,1.13,29,2,1,1,2,1,2,0.06,2,0,0,0,0,0
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,3,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,18,2.89,14,0,2,0,2,0,0,0,0,0,0,0,0,0
Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,12,1.59,11,0,0,0,1,0,3,0.4,3,0,0,0,0,0
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,4,0.95,4,0,0,0,0,0,1,0.24,1,0,0,0,0,0
Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,36,1.85,32,0,0,1,3,0,5,0.26,4,0,0,0,1,0
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,61,2.09,42,0,6,3,7,3,8,0.27,5,0,0,0,2,1
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,31,1.56,25,0,3,1,1,1,1,0.05,1,0,0,0,0,0
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,17,0.62,15,2,0,0,0,0,3,0.11,3,0,0,0,0,0
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,113,3.16,55,51,0,3,1,3,7,0.2,3,4,0,0,0,0
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,72,2.2,51,0,6,7,4,4,8,0.24,3,0,1,2,2,0
Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,10,0.63,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,28,1.74,20,0,3,1,3,1,5,0.31,4,0,1,0,0,0
Danny Welbeck,eng ENG,FW,Brighton,30,1990,16.4,36,2.19,27,0,0,4,5,0,4,0.24,2,0,0,1,1,0
Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,26,1.82,19,0,4,3,0,0,4,0.28,3,0,0,1,0,0
Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,55,2.16,33,17,1,2,1,1,7,0.28,5,2,0,0,0,0
Ben White,eng ENG,DF,Arsenal,23,1997,32,25,0.78,18,1,0,4,1,1,1,0.03,1,0,0,0,0,0
Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,31,1.32,27,0,0,0,3,1,2,0.08,1,0,0,0,0,1
Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,46,2.03,29,0,9,1,5,2,4,0.18,1,0,1,0,2,0
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,20,1.3,18,0,0,1,0,1,0,0,0,0,0,0,0,0
Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,23,2.27,17,3,1,0,2,0,4,0.39,4,0,0,0,0,0
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,14.3,19,1.33,13,0,1,1,4,0,4,0.28,2,0,0,1,1,0
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,21,1.42,16,0,2,2,1,0,2,0.14,1,0,0,0,1,0
Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,21,1.38,16,0,1,2,2,0,2,0.13,2,0,0,0,0,0
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,79,3.06,72,2,2,1,0,2,3,0.12,3,0,0,0,0,0
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,3.5,7,1.99,4,0,2,1,0,0,0,0,0,0,0,0,0,0
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,22,1.58,16,3,1,0,1,1,4,0.29,2,1,1,0,0,0
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,104,3.39,73,0,14,8,8,1,12,0.39,6,0,3,2,1,0
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,42,3.61,33,4,2,1,1,1,10,0.86,7,0,1,1,0,1
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,14.7,64,4.37,45,5,6,4,3,1,7,0.48,6,0,1,0,0,0
Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,6,0.26,5,0,0,1,0,0,0,0,0,0,0,0,0,0
