Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Lewis Dunk,eng ENG,DF,Brighton,29,1991,28.6,1,19,7,36.8,0.66,0.24,0.05,0.14,10,0,0,0,1.2,1.2,0.06,-0.2,-0.2
Ederson,br BRA,GK,Manchester City,27,1993,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Odsonne Édouard,fr FRA,FW,Crystal Palace,23,1998,17.4,6,38,17,44.7,2.19,0.98,0.13,0.29,12.7,0,1,1,6.6,5.8,0.15,-0.6,-0.8
CJ Egan-Riley,eng ENG,DF,Manchester City,18,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Anthony Elanga,se SWE,FW,Manchester Utd,19,2002,13.5,2,21,7,33.3,1.56,0.52,0.1,0.29,15.4,0,0,0,3,3,0.14,-1,-1
Harvey Elliott,eng ENG,MF,Liverpool,18,2003,3.8,0,10,1,10,2.6,0.26,0,0,17.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Mohamed Elneny,eg EGY,MF,Arsenal,29,1992,9,0,8,2,25,0.89,0.22,0,0,25.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Mohamed Elyounoussi,no NOR,MFFW,Southampton,26,1994,22.7,4,43,17,39.5,1.9,0.75,0.09,0.24,13.7,0,0,0,6,6,0.15,-2,-2
Emerson,br BRA,DF,Tottenham,22,1999,25.4,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5
Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,1,22,8,36.4,2.11,0.77,0.05,0.13,23.2,5,0,0,1.4,1.4,0.07,-0.4,-0.4
Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,0,3,0,0,0.67,0,0,,30.9,0,0,0,0,0,0.02,0,0
Jonny Evans,nir NIR,DF,Leicester City,33,1988,15,1,3,2,66.7,0.2,0.13,0.33,0.5,5.7,0,0,0,0.7,0.7,0.25,0.3,0.3
Eberechi Eze,eng ENG,MFFW,Crystal Palace,23,1998,6.7,1,10,1,10,1.49,0.15,0.1,1,20.2,1,0,0,0.5,0.5,0.05,0.5,0.5
Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Fabinho,br BRA,MF,Liverpool,27,1993,25.7,5,19,7,36.8,0.74,0.27,0.16,0.43,18.8,1,2,2,3.4,1.9,0.11,1.6,1.1
Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,0,3,1,33.3,0.13,0.04,0,0,19.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,10,87,29,33.3,2.52,0.84,0.11,0.34,21.2,6,0,2,9.7,8.2,0.09,0.3,1.8
Álvaro Fernández,es ESP,GK,Brentford,23,1998,12,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,0,6,1,16.7,1.03,0.17,0,0,9.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Fernandinho,br BRA,MFDF,Manchester City,36,1985,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.4,0,0,0,1.6,1.6,0.09,0.4,0.4
Roberto Firmino,br BRA,FW,Liverpool,29,1991,11,5,30,11,36.7,2.73,1,0.17,0.45,15.1,0,0,0,5,5,0.17,0,0
Junior Firpo,es ESP,DF,Leeds United,24,1996,19,0,12,1,8.3,0.63,0.05,0,0,13.3,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,0,2,1,50,6,3,0,0,19.9,0,0,0,0.4,0.4,0.19,-0.4,-0.4
Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,9,58,22,37.9,2.45,0.93,0.16,0.41,14.1,0,0,0,9.1,9.1,0.16,-0.1,-0.1
Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7,0,3,1,33.3,0.43,0.14,0,0,8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Pablo Fornals,es ESP,FWMF,West Ham,25,1996,31.1,6,43,11,25.6,1.38,0.35,0.14,0.55,18.4,0,0,0,4.7,4.7,0.11,1.3,1.3
Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17,0,14,4,28.6,0.82,0.24,0,0,25.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4
Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,0,5,0,0,2.15,0,0,,14,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Fraser Forster,eng ENG,GK,Southampton,33,1988,19,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ben Foster,eng ENG,GK,Watford,38,1983,26,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,0,1,0,0,5.29,0,0,,18.4,0,0,0,0,0,0.03,0,0
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,2,24,7,29.2,1.47,0.43,0.08,0.29,17.2,0,0,0,2.8,2.8,0.12,-0.8,-0.8
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,4,15,9,60,0.67,0.4,0.27,0.44,20.2,0,0,0,1.5,1.5,0.1,2.5,2.5
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Leo Fuhr Hjelde,no NOR,DF,Leeds United,17,2003,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,8,52,22,42.3,1.64,0.7,0.15,0.36,16.5,4,0,0,5.7,5.7,0.11,2.3,2.3
Alejandro Garnacho,es ESP,FW,Manchester Utd,17,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dwight Gayle,eng ENG,FW,Newcastle Utd,30,1990,0.4,0,2,0,0,4.74,0,0,,7,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,2,22,9,40.9,2.65,1.09,0.09,0.22,15.8,0,0,0,3.1,3.1,0.14,-1.1,-1.1
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,1,7,2,28.6,1.63,0.47,0,0,21.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3
Anwar El Ghazi,nl NED,FW,Everton,26,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Saman Ghoddos,ir IRN,DFMF,Brentford,27,1993,6,1,8,2,25,1.34,0.34,0.13,0.5,20,1,0,0,0.6,0.6,0.08,0.4,0.4
Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13,0,3,2,66.7,0.23,0.15,0,0,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Morgan Gibbs-White,eng ENG,FWMF,Wolves,21,2000,0.1,0,2,0,0,20,0,0,,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,0,8,4,50,0.29,0.14,0,0,10,0,0,0,1.2,1.2,0.15,-1.2,-1.2
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,0,18,3,16.7,0.87,0.15,0,0,22.3,2,0,0,1,1,0.06,-1,-1
Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,0,18,6,33.3,0.8,0.27,0,0,16.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1
André Gomes,pt POR,MF,Everton,28,1993,6.9,0,14,4,28.6,2.04,0.58,0,0,22.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Toti Gomes,pt POR,DF,Wolves,22,1999,4,0,1,0,0,0.25,0,0,,8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,0,1,0,0,0.27,0,0,,29.1,0,0,0,0,0,0.01,0,0
Charlie Goode,eng ENG,DF,Brentford,25,1995,5,0,2,0,0,0.4,0,0,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,4,44,19,43.2,1.73,0.75,0.09,0.21,18.5,5,0,0,3.3,3.3,0.08,0.7,0.7
Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,0,1,1,100,10,10,0,0,19,0,0,0,0.4,0.4,0.45,-0.4,-0.4
Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,1,2,1,50,1.08,0.54,0.5,1,15.6,0,0,0,0.2,0.2,0.09,0.8,0.8
Demarai Gray,eng ENG,MFFW,Everton,25,1996,26,5,65,15,23.1,2.5,0.58,0.08,0.33,20.2,4,0,0,4.5,4.5,0.07,0.5,0.5
Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.3,0,0,0,4.7,4.7,0.11,-1.7,-1.7
Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,5,48,18,37.5,3.4,1.27,0.1,0.28,18.7,0,0,0,4.4,4.4,0.09,0.6,0.6
Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,0,4,0,0,1.52,0,0,,19.4,1,0,0,0.4,0.4,0.09,-0.4,-0.4
Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,16.7,1,0,1,2.9,2.2,0.09,-0.9,-0.2
Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2,18,5,27.8,0.5,0.14,0.11,0.4,10.3,0,0,0,1.9,1.9,0.1,0.1,0.1
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,5,22,11,50,1.91,0.96,0.23,0.45,18.4,0,0,0,2.9,2.9,0.14,2.1,2.1
İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,13.9,2,0,0,8.6,8.6,0.16,-0.6,-0.6
Angus Gunn,eng ENG,GK,Norwich City,25,1996,9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1,20,4,20,0.62,0.12,0.05,0.25,8.1,0,0,0,1.8,1.8,0.09,-0.8,-0.8
Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,8,44,17,38.6,1.5,0.58,0.18,0.47,16.9,0,0,0,4,4,0.09,4,4
Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,1,2,2,100,0.45,0.45,0.5,0.5,10.1,0,0,0,0.1,0.1,0.04,0.9,0.9
Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,12.2,0,0,0,9.7,9.7,0.17,-1.7,-1.7
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,1,6,1,16.7,0.54,0.09,0.17,1,12.8,0,0,0,0.4,0.4,0.07,0.6,0.6
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,5,29,12,41.4,1.44,0.59,0.17,0.42,15.1,0,0,0,4,4,0.14,1,1
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2,31,6,19.4,1.07,0.21,0.06,0.33,23,1,0,0,1.5,1.5,0.05,0.5,0.5
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,1,1,1,100,1.25,1.25,1,1,27,0,0,0,0,0,0.03,1,1
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,3,14,5,35.7,0.45,0.16,0.21,0.6,16,0,0,0,1.8,1.8,0.13,1.2,1.2
Son Heung-min,kr KOR,FWMF,Tottenham,29,1992,33.4,23,86,47,54.7,2.57,1.41,0.27,0.49,15.4,2,0,0,16.4,16.4,0.19,6.6,6.6
Ki-Jana Hoever,nl NED,DF,Wolves,19,2002,3.4,0,1,0,0,0.29,0,0,,22.2,0,0,0,0,0,0.02,0,0
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2,31,10,32.3,0.87,0.28,0.06,0.2,21.9,1,0,0,2,2,0.07,0,0
Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,1,4,1,25,0.43,0.11,0.25,1,6.8,0,0,0,0.3,0.3,0.07,0.7,0.7
Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,2,7,2,28.6,0.3,0.08,0.29,1,9.8,0,0,0,1.1,1.1,0.15,0.9,0.9
Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,20,2000,10.7,1,17,7,41.2,1.59,0.65,0.06,0.14,13.2,0,0,0,2.1,2.1,0.12,-1.1,-1.1
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,0,6,0,0,0.51,0,0,,21.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,1,14,4,28.6,2.02,0.58,0.07,0.25,12.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9
Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14,4,31,11,35.5,2.21,0.78,0.13,0.36,17.1,0,0,0,3.4,3.4,0.11,0.6,0.6
Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.3,0,1,1,7.4,6.6,0.14,-0.4,-0.6
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,0,1,0,0,0.98,0,0,,11,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,2,24,6,25,1.06,0.27,0.08,0.33,16.4,0,0,0,1.7,1.7,0.07,0.3,0.3
Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,4,52,15,28.8,1.98,0.57,0.08,0.27,15.5,0,0,0,5.4,5.4,0.1,-1.4,-1.4
Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,0,4,1,25,2.86,0.71,0,0,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Reece James,eng ENG,DF,Chelsea,21,1999,20.7,5,37,10,27,1.79,0.48,0.14,0.5,20.4,6,0,0,2.6,2.6,0.07,2.4,2.4
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,4,30,11,36.7,1.17,0.43,0.13,0.36,17.7,0,0,0,2.6,2.6,0.09,1.4,1.4
Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,3,23,10,43.5,0.62,0.27,0.13,0.3,8.2,0,0,0,2.9,2.9,0.13,0.1,0.1
Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,0,19,6,31.6,1.07,0.34,0,0,21,0,0,0,2.5,2.5,0.13,-2.5,-2.5
Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,8,63,21,33.3,3.02,1.01,0.11,0.33,13.2,0,1,1,10.1,9.3,0.15,-2.1,-2.3
Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,6,57,15,26.3,1.95,0.51,0.09,0.33,16.1,1,1,1,6.6,6.1,0.11,-0.6,-1.1
João Pedro,br BRA,FWMF,Watford,19,2001,18.3,3,47,16,34,2.57,0.88,0.06,0.19,15.6,1,0,0,4.2,4.2,0.09,-1.2,-1.2
Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,28.4,4,46,14,30.4,1.62,0.49,0.09,0.29,16.9,0,0,0,4.1,4.1,0.09,-0.1,-0.1
Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,1,5,1,20,0.32,0.06,0.2,1,23.6,0,0,0,0.1,0.1,0.02,0.9,0.9
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,1,19,7,36.8,2.01,0.74,0.05,0.14,22.1,0,0,0,0.9,0.9,0.05,0.1,0.1
Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,1,2,1,50,0.35,0.17,0.5,1,6.9,0,0,0,0.1,0.1,0.05,0.9,0.9
Jorginho,it ITA,MF,Chelsea,29,1991,25.3,6,9,2,22.2,0.36,0.08,0,0,29.7,0,6,7,5.7,0.4,0.05,0.3,-0.4
Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,15,91,33,36.3,3.46,1.26,0.16,0.45,11.8,0,0,0,16,16,0.18,-1,-1
James Justin,eng ENG,DF,Leicester City,23,1998,11.1,0,5,1,20,0.45,0.09,0,0,10.6,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,0,4,2,50,0.39,0.2,0,0,15,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,0,7,0,0,0.53,0,0,,8.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,0,4,1,25,1.62,0.41,0,0,21.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3
Hassane Kamara,ci CIV,DF,Watford,27,1994,18,1,5,1,20,0.28,0.06,0.2,1,25.3,0,0,0,0.2,0.2,0.03,0.8,0.8
Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,17,131,51,38.9,3.65,1.42,0.1,0.25,16.9,8,4,4,20.1,17.1,0.13,-3.1,-4.1
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,18.6,0,0,0,1.8,1.8,0.11,0.2,0.2
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,0,6,0,0,0.68,0,0,,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Moise Kean,it ITA,FW,Everton,21,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Michael Keane,eng ENG,DF,Everton,28,1993,31,3,20,6,30,0.64,0.19,0.15,0.5,11.9,0,0,0,1.2,1.2,0.06,1.8,1.8
Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,3,26,7,26.9,1.99,0.54,0.12,0.43,21.3,0,0,0,2.3,2.3,0.09,0.7,0.7
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kenedy,br BRA,DF,Chelsea,25,1996,0.6,0,1,0,0,1.55,0,0,,17,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,0,5,0,0,0.44,0,0,,23.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,8.8,0,0,0,1,1,0.08,0,0
Joshua King,no NOR,FW,Watford,29,1992,25,5,48,18,37.5,1.92,0.72,0.08,0.22,14.7,0,1,1,8,7.2,0.15,-3,-3.2
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,1,42,18,42.9,1.82,0.78,0.02,0.06,20.3,0,0,0,2.8,2.8,0.07,-1.8,-1.8
Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,0,12,1,8.3,0.69,0.06,0,0,14.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,0,4,0,0,0.36,0,0,,9,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,2,15,6,40,0.55,0.22,0.13,0.33,7,0,0,0,1.5,1.5,0.1,0.5,0.5
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,0,8,0,0,0.36,0,0,,19.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,19.4,1,0,0,1.8,1.8,0.08,0.2,0.2
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,0,6,1,16.7,0.33,0.06,0,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alex Král,cz CZE,MF,West Ham,23,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tim Krul,nl NED,GK,Norwich City,33,1988,29,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,19.7,3,0,0,3.1,3.1,0.07,-2.1,-2.1
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14,5,26,9,34.6,1.86,0.64,0.19,0.56,17.1,0,0,0,3.4,3.4,0.13,1.6,1.6
Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,14.8,1,2,3,7.9,5.6,0.13,-3.9,-3.6
Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,0,20,4,20,1.15,0.23,0,0,18.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2
